,,,,,,,,,,,,,,,
BTC,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,Normalized for XMR,XMR,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,,,
day 3101,"16,088,400.00","1,800.00",12.5000,0.01119%,76.61%,"1,577.14",day 1134,"14,558,802.72","5,339.27",3.7078,0.03667%,79.12%,,5/27/2017,
day 3102,"16,090,200.00","1,800.00",12.5000,0.01119%,76.62%,"1,577.14",day 1135,"14,564,141.99","5,331.94",3.7027,0.03661%,79.15%,,5/28/2017,
day 3103,"16,092,000.00","1,800.00",12.5000,0.01119%,76.63%,"1,577.14",day 1136,"14,569,473.93","5,324.62",3.6977,0.03655%,79.18%,,5/29/2017,
day 3104,"16,093,800.00","1,800.00",12.5000,0.01118%,76.64%,"1,577.14",day 1137,"14,574,798.55","5,317.31",3.6926,0.03648%,79.21%,,5/30/2017,
day 3105,"16,095,600.00","1,800.00",12.5000,0.01118%,76.65%,"1,577.14",day 1138,"14,580,115.86","5,310.01",3.6875,0.03642%,79.24%,,5/31/2017,
day 3106,"16,097,400.00","1,800.00",12.5000,0.01118%,76.65%,"1,577.14",day 1139,"14,585,425.87","5,302.71",3.6824,0.03636%,79.27%,,6/1/2017,
day 3107,"16,099,200.00","1,800.00",12.5000,0.01118%,76.66%,"1,577.14",day 1140,"14,590,728.58","5,295.43",3.6774,0.03629%,79.30%,,6/2/2017,
day 3108,"16,101,000.00","1,800.00",12.5000,0.01118%,76.67%,"1,577.14",day 1141,"14,596,024.01","5,288.16",3.6723,0.03623%,79.33%,,6/3/2017,
day 3109,"16,102,800.00","1,800.00",12.5000,0.01118%,76.68%,"1,577.14",day 1142,"14,601,312.17","5,280.90",3.6673,0.03617%,79.35%,,6/4/2017,
day 3110,"16,104,600.00","1,800.00",12.5000,0.01118%,76.69%,"1,577.14",day 1143,"14,606,593.07","5,273.64",3.6623,0.03610%,79.38%,,6/5/2017,
day 3111,"16,106,400.00","1,800.00",12.5000,0.01118%,76.70%,"1,577.14",day 1144,"14,611,866.71","5,266.40",3.6572,0.03604%,79.41%,,6/6/2017,
day 3112,"16,108,200.00","1,800.00",12.5000,0.01117%,76.71%,"1,577.14",day 1145,"14,617,133.12","5,259.17",3.6522,0.03598%,79.44%,,6/7/2017,
day 3113,"16,110,000.00","1,800.00",12.5000,0.01117%,76.71%,"1,577.14",day 1146,"14,622,392.29","5,251.95",3.6472,0.03592%,79.47%,,6/8/2017,
day 3114,"16,111,800.00","1,800.00",12.5000,0.01117%,76.72%,"1,577.14",day 1147,"14,627,644.23","5,244.74",3.6422,0.03585%,79.50%,,6/9/2017,
day 3115,"16,113,600.00","1,800.00",12.5000,0.01117%,76.73%,"1,577.14",day 1148,"14,632,888.97","5,237.53",3.6372,0.03579%,79.53%,,6/10/2017,
day 3116,"16,115,400.00","1,800.00",12.5000,0.01117%,76.74%,"1,577.14",day 1149,"14,638,126.50","5,230.34",3.6322,0.03573%,79.56%,,6/11/2017,
day 3117,"16,117,200.00","1,800.00",12.5000,0.01117%,76.75%,"1,577.14",day 1150,"14,643,356.84","5,223.16",3.6272,0.03567%,79.58%,,6/12/2017,
day 3118,"16,119,000.00","1,800.00",12.5000,0.01117%,76.76%,"1,577.14",day 1151,"14,648,580.00","5,215.98",3.6222,0.03561%,79.61%,,6/13/2017,
day 3119,"16,120,800.00","1,800.00",12.5000,0.01117%,76.77%,"1,577.14",day 1152,"14,653,795.98","5,208.82",3.6172,0.03555%,79.64%,,6/14/2017,
day 3120,"16,122,600.00","1,800.00",12.5000,0.01116%,76.77%,"1,577.14",day 1153,"14,659,004.81","5,201.67",3.6123,0.03548%,79.67%,,6/15/2017,
day 3121,"16,124,400.00","1,800.00",12.5000,0.01116%,76.78%,"1,577.14",day 1154,"14,664,206.47","5,194.52",3.6073,0.03542%,79.70%,,6/16/2017,
day 3122,"16,126,200.00","1,800.00",12.5000,0.01116%,76.79%,"1,577.14",day 1155,"14,669,401.00","5,187.39",3.6024,0.03536%,79.73%,,6/17/2017,
day 3123,"16,128,000.00","1,800.00",12.5000,0.01116%,76.80%,"1,577.14",day 1156,"14,674,588.39","5,180.27",3.5974,0.03530%,79.75%,,6/18/2017,
day 3124,"16,129,800.00","1,800.00",12.5000,0.01116%,76.81%,"1,577.14",day 1157,"14,679,768.66","5,173.15",3.5925,0.03524%,79.78%,,6/19/2017,
day 3125,"16,131,600.00","1,800.00",12.5000,0.01116%,76.82%,"1,577.14",day 1158,"14,684,941.81","5,166.05",3.5875,0.03518%,79.81%,,6/20/2017,
day 3126,"16,133,400.00","1,800.00",12.5000,0.01116%,76.83%,"1,577.14",day 1159,"14,690,107.86","5,158.95",3.5826,0.03512%,79.84%,,6/21/2017,
day 3127,"16,135,200.00","1,800.00",12.5000,0.01116%,76.83%,"1,577.14",day 1160,"14,695,266.82","5,151.87",3.5777,0.03506%,79.87%,,6/22/2017,
day 3128,"16,137,000.00","1,800.00",12.5000,0.01115%,76.84%,"1,577.14",day 1161,"14,700,418.69","5,144.79",3.5728,0.03500%,79.89%,,6/23/2017,
day 3129,"16,138,800.00","1,800.00",12.5000,0.01115%,76.85%,"1,577.14",day 1162,"14,705,563.48","5,137.73",3.5679,0.03494%,79.92%,,6/24/2017,
day 3130,"16,140,600.00","1,800.00",12.5000,0.01115%,76.86%,"1,577.14",day 1163,"14,710,701.21","5,130.67",3.5630,0.03488%,79.95%,,6/25/2017,
day 3131,"16,142,400.00","1,800.00",12.5000,0.01115%,76.87%,"1,577.14",day 1164,"14,715,831.88","5,123.63",3.5581,0.03482%,79.98%,,6/26/2017,
day 3132,"16,144,200.00","1,800.00",12.5000,0.01115%,76.88%,"1,577.14",day 1165,"14,720,955.51","5,116.59",3.5532,0.03476%,80.01%,,6/27/2017,
day 3133,"16,146,000.00","1,800.00",12.5000,0.01115%,76.89%,"1,577.14",day 1166,"14,726,072.10","5,109.57",3.5483,0.03470%,80.03%,,6/28/2017,
day 3134,"16,147,800.00","1,800.00",12.5000,0.01115%,76.89%,"1,577.14",day 1167,"14,731,181.67","5,102.55",3.5434,0.03464%,80.06%,,6/29/2017,
day 3135,"16,149,600.00","1,800.00",12.5000,0.01115%,76.90%,"1,577.14",day 1168,"14,736,284.22","5,095.54",3.5386,0.03458%,80.09%,,6/30/2017,
day 3136,"16,151,400.00","1,800.00",12.5000,0.01114%,76.91%,"1,577.14",day 1169,"14,741,379.76","5,088.54",3.5337,0.03452%,80.12%,,7/1/2017,
day 3137,"16,153,200.00","1,800.00",12.5000,0.01114%,76.92%,"1,577.14",day 1170,"14,746,468.30","5,081.56",3.5289,0.03446%,80.14%,,7/2/2017,
day 3138,"16,155,000.00","1,800.00",12.5000,0.01114%,76.93%,"1,577.14",day 1171,"14,751,549.86","5,074.58",3.5240,0.03440%,80.17%,,7/3/2017,
day 3139,"16,156,800.00","1,800.00",12.5000,0.01114%,76.94%,"1,577.14",day 1172,"14,756,624.44","5,067.61",3.5192,0.03434%,80.20%,,7/4/2017,
day 3140,"16,158,600.00","1,800.00",12.5000,0.01114%,76.95%,"1,577.14",day 1173,"14,761,692.04","5,060.65",3.5143,0.03428%,80.23%,,7/5/2017,
day 3141,"16,160,400.00","1,800.00",12.5000,0.01114%,76.95%,"1,577.14",day 1174,"14,766,752.69","5,053.70",3.5095,0.03422%,80.25%,,7/6/2017,
day 3142,"16,162,200.00","1,800.00",12.5000,0.01114%,76.96%,"1,577.14",day 1175,"14,771,806.39","5,046.76",3.5047,0.03416%,80.28%,,7/7/2017,
day 3143,"16,164,000.00","1,800.00",12.5000,0.01114%,76.97%,"1,577.14",day 1176,"14,776,853.15","5,039.83",3.4999,0.03411%,80.31%,,7/8/2017,
day 3144,"16,165,800.00","1,800.00",12.5000,0.01113%,76.98%,"1,577.14",day 1177,"14,781,892.98","5,032.91",3.4951,0.03405%,80.34%,,7/9/2017,
day 3145,"16,167,600.00","1,800.00",12.5000,0.01113%,76.99%,"1,577.14",day 1178,"14,786,925.89","5,026.00",3.4903,0.03399%,80.36%,,7/10/2017,
day 3146,"16,169,400.00","1,800.00",12.5000,0.01113%,77.00%,"1,577.14",day 1179,"14,791,951.88","5,019.09",3.4855,0.03393%,80.39%,,7/11/2017,
day 3147,"16,171,200.00","1,800.00",12.5000,0.01113%,77.01%,"1,577.14",day 1180,"14,796,970.97","5,012.20",3.4807,0.03387%,80.42%,,7/12/2017,
day 3148,"16,173,000.00","1,800.00",12.5000,0.01113%,77.01%,"1,577.14",day 1181,"14,801,983.18","5,005.32",3.4759,0.03382%,80.45%,,7/13/2017,
day 3149,"16,174,800.00","1,800.00",12.5000,0.01113%,77.02%,"1,577.14",day 1182,"14,806,988.49","4,998.44",3.4711,0.03376%,80.47%,,7/14/2017,
day 3150,"16,176,600.00","1,800.00",12.5000,0.01113%,77.03%,"1,577.14",day 1183,"14,811,986.94","4,991.58",3.4664,0.03370%,80.50%,,7/15/2017,
day 3151,"16,178,400.00","1,800.00",12.5000,0.01113%,77.04%,"1,577.14",day 1184,"14,816,978.52","4,984.72",3.4616,0.03364%,80.53%,,7/16/2017,
day 3152,"16,180,200.00","1,800.00",12.5000,0.01112%,77.05%,"1,577.14",day 1185,"14,821,963.24","4,977.88",3.4569,0.03358%,80.55%,,7/17/2017,
day 3153,"16,182,000.00","1,800.00",12.5000,0.01112%,77.06%,"1,577.14",day 1186,"14,826,941.12","4,971.04",3.4521,0.03353%,80.58%,,7/18/2017,
day 3154,"16,183,800.00","1,800.00",12.5000,0.01112%,77.07%,"1,577.14",day 1187,"14,831,912.16","4,964.22",3.4474,0.03347%,80.61%,,7/19/2017,
day 3155,"16,185,600.00","1,800.00",12.5000,0.01112%,77.07%,"1,577.14",day 1188,"14,836,876.38","4,957.40",3.4426,0.03341%,80.64%,,7/20/2017,
day 3156,"16,187,400.00","1,800.00",12.5000,0.01112%,77.08%,"1,577.14",day 1189,"14,841,833.78","4,950.59",3.4379,0.03336%,80.66%,,7/21/2017,
day 3157,"16,189,200.00","1,800.00",12.5000,0.01112%,77.09%,"1,577.14",day 1190,"14,846,784.37","4,943.79",3.4332,0.03330%,80.69%,,7/22/2017,
day 3158,"16,191,000.00","1,800.00",12.5000,0.01112%,77.10%,"1,577.14",day 1191,"14,851,728.16","4,937.00",3.4285,0.03324%,80.72%,,7/23/2017,
day 3159,"16,192,800.00","1,800.00",12.5000,0.01112%,77.11%,"1,577.14",day 1192,"14,856,665.16","4,930.22",3.4238,0.03319%,80.74%,,7/24/2017,
day 3160,"16,194,600.00","1,800.00",12.5000,0.01111%,77.12%,"1,577.14",day 1193,"14,861,595.39","4,923.45",3.4191,0.03313%,80.77%,,7/25/2017,
day 3161,"16,196,400.00","1,800.00",12.5000,0.01111%,77.13%,"1,577.14",day 1194,"14,866,518.84","4,916.69",3.4144,0.03307%,80.80%,,7/26/2017,
day 3162,"16,198,200.00","1,800.00",12.5000,0.01111%,77.13%,"1,577.14",day 1195,"14,871,435.53","4,909.94",3.4097,0.03302%,80.82%,,7/27/2017,
day 3163,"16,200,000.00","1,800.00",12.5000,0.01111%,77.14%,"1,577.14",day 1196,"14,876,345.47","4,903.20",3.4050,0.03296%,80.85%,,7/28/2017,
day 3164,"16,201,800.00","1,800.00",12.5000,0.01111%,77.15%,"1,577.14",day 1197,"14,881,248.67","4,896.46",3.4003,0.03290%,80.88%,,7/29/2017,
day 3165,"16,203,600.00","1,800.00",12.5000,0.01111%,77.16%,"1,577.14",day 1198,"14,886,145.13","4,889.74",3.3957,0.03285%,80.90%,,7/30/2017,
day 3166,"16,205,400.00","1,800.00",12.5000,0.01111%,77.17%,"1,577.14",day 1199,"14,891,034.87","4,883.02",3.3910,0.03279%,80.93%,,7/31/2017,
day 3167,"16,207,200.00","1,800.00",12.5000,0.01111%,77.18%,"1,577.14",day 1200,"14,895,917.89","4,876.32",3.3863,0.03274%,80.96%,,8/1/2017,
day 3168,"16,209,000.00","1,800.00",12.5000,0.01110%,77.19%,"1,577.14",day 1201,"14,900,794.21","4,869.62",3.3817,0.03268%,80.98%,,8/2/2017,
day 3169,"16,210,800.00","1,800.00",12.5000,0.01110%,77.19%,"1,577.14",day 1202,"14,905,663.83","4,862.93",3.3770,0.03262%,81.01%,,8/3/2017,
day 3170,"16,212,600.00","1,800.00",12.5000,0.01110%,77.20%,"1,577.14",day 1203,"14,910,526.76","4,856.26",3.3724,0.03257%,81.04%,,8/4/2017,
day 3171,"16,214,400.00","1,800.00",12.5000,0.01110%,77.21%,"1,577.14",day 1204,"14,915,383.02","4,849.59",3.3678,0.03251%,81.06%,,8/5/2017,
day 3172,"16,216,200.00","1,800.00",12.5000,0.01110%,77.22%,"1,577.14",day 1205,"14,920,232.60","4,842.93",3.3631,0.03246%,81.09%,,8/6/2017,
day 3173,"16,218,000.00","1,800.00",12.5000,0.01110%,77.23%,"1,577.14",day 1206,"14,925,075.53","4,836.28",3.3585,0.03240%,81.11%,,8/7/2017,
day 3174,"16,219,800.00","1,800.00",12.5000,0.01110%,77.24%,"1,577.14",day 1207,"14,929,911.81","4,829.63",3.3539,0.03235%,81.14%,,8/8/2017,
day 3175,"16,221,600.00","1,800.00",12.5000,0.01110%,77.25%,"1,577.14",day 1208,"14,934,741.44","4,823.00",3.3493,0.03229%,81.17%,,8/9/2017,
day 3176,"16,223,400.00","1,800.00",12.5000,0.01110%,77.25%,"1,577.14",day 1209,"14,939,564.44","4,816.38",3.3447,0.03224%,81.19%,,8/10/2017,
day 3177,"16,225,200.00","1,800.00",12.5000,0.01109%,77.26%,"1,577.14",day 1210,"14,944,380.82","4,809.76",3.3401,0.03218%,81.22%,,8/11/2017,
day 3178,"16,227,000.00","1,800.00",12.5000,0.01109%,77.27%,"1,577.14",day 1211,"14,949,190.59","4,803.16",3.3355,0.03213%,81.25%,,8/12/2017,
day 3179,"16,228,800.00","1,800.00",12.5000,0.01109%,77.28%,"1,577.14",day 1212,"14,953,993.74","4,796.56",3.3309,0.03208%,81.27%,,8/13/2017,
day 3180,"16,230,600.00","1,800.00",12.5000,0.01109%,77.29%,"1,577.14",day 1213,"14,958,790.31","4,789.98",3.3264,0.03202%,81.30%,,8/14/2017,
day 3181,"16,232,400.00","1,800.00",12.5000,0.01109%,77.30%,"1,577.14",day 1214,"14,963,580.28","4,783.40",3.3218,0.03197%,81.32%,,8/15/2017,
day 3182,"16,234,200.00","1,800.00",12.5000,0.01109%,77.31%,"1,577.14",day 1215,"14,968,363.68","4,776.83",3.3172,0.03191%,81.35%,,8/16/2017,
day 3183,"16,236,000.00","1,800.00",12.5000,0.01109%,77.31%,"1,577.14",day 1216,"14,973,140.51","4,770.27",3.3127,0.03186%,81.38%,,8/17/2017,
day 3184,"16,237,800.00","1,800.00",12.5000,0.01109%,77.32%,"1,577.14",day 1217,"14,977,910.78","4,763.72",3.3081,0.03180%,81.40%,,8/18/2017,
day 3185,"16,239,600.00","1,800.00",12.5000,0.01108%,77.33%,"1,577.14",day 1218,"14,982,674.49","4,757.18",3.3036,0.03175%,81.43%,,8/19/2017,
day 3186,"16,241,400.00","1,800.00",12.5000,0.01108%,77.34%,"1,577.14",day 1219,"14,987,431.67","4,750.64",3.2991,0.03170%,81.45%,,8/20/2017,
day 3187,"16,243,200.00","1,800.00",12.5000,0.01108%,77.35%,"1,577.14",day 1220,"14,992,182.31","4,744.12",3.2945,0.03164%,81.48%,,8/21/2017,
day 3188,"16,245,000.00","1,800.00",12.5000,0.01108%,77.36%,"1,577.14",day 1221,"14,996,926.43","4,737.60",3.2900,0.03159%,81.51%,,8/22/2017,
day 3189,"16,246,800.00","1,800.00",12.5000,0.01108%,77.37%,"1,577.14",day 1222,"15,001,664.03","4,731.10",3.2855,0.03154%,81.53%,,8/23/2017,
day 3190,"16,248,600.00","1,800.00",12.5000,0.01108%,77.37%,"1,577.14",day 1223,"15,006,395.13","4,724.60",3.2810,0.03148%,81.56%,,8/24/2017,
day 3191,"16,250,400.00","1,800.00",12.5000,0.01108%,77.38%,"1,577.14",day 1224,"15,011,119.73","4,718.11",3.2765,0.03143%,81.58%,,8/25/2017,
day 3192,"16,252,200.00","1,800.00",12.5000,0.01108%,77.39%,"1,577.14",day 1225,"15,015,837.84","4,711.63",3.2720,0.03138%,81.61%,,8/26/2017,
day 3193,"16,254,000.00","1,800.00",12.5000,0.01107%,77.40%,"1,577.14",day 1226,"15,020,549.48","4,705.16",3.2675,0.03132%,81.63%,,8/27/2017,
day 3194,"16,255,800.00","1,800.00",12.5000,0.01107%,77.41%,"1,577.14",day 1227,"15,025,254.64","4,698.70",3.2630,0.03127%,81.66%,,8/28/2017,
day 3195,"16,257,600.00","1,800.00",12.5000,0.01107%,77.42%,"1,577.14",day 1228,"15,029,953.34","4,692.25",3.2585,0.03122%,81.68%,,8/29/2017,
day 3196,"16,259,400.00","1,800.00",12.5000,0.01107%,77.43%,"1,577.14",day 1229,"15,034,645.59","4,685.80",3.2540,0.03117%,81.71%,,8/30/2017,
day 3197,"16,261,200.00","1,800.00",12.5000,0.01107%,77.43%,"1,577.14",day 1230,"15,039,331.39","4,679.37",3.2496,0.03111%,81.74%,,8/31/2017,
day 3198,"16,263,000.00","1,800.00",12.5000,0.01107%,77.44%,"1,577.14",day 1231,"15,044,010.76","4,672.94",3.2451,0.03106%,81.76%,,9/1/2017,
day 3199,"16,264,800.00","1,800.00",12.5000,0.01107%,77.45%,"1,577.14",day 1232,"15,048,683.70","4,666.53",3.2406,0.03101%,81.79%,,9/2/2017,
day 3200,"16,266,600.00","1,800.00",12.5000,0.01107%,77.46%,"1,577.14",day 1233,"15,053,350.23","4,660.12",3.2362,0.03096%,81.81%,,9/3/2017,
day 3201,"16,268,400.00","1,800.00",12.5000,0.01106%,77.47%,"1,577.14",day 1234,"15,058,010.35","4,653.72",3.2317,0.03091%,81.84%,,9/4/2017,
day 3202,"16,270,200.00","1,800.00",12.5000,0.01106%,77.48%,"1,577.14",day 1235,"15,062,664.07","4,647.33",3.2273,0.03085%,81.86%,,9/5/2017,
day 3203,"16,272,000.00","1,800.00",12.5000,0.01106%,77.49%,"1,577.14",day 1236,"15,067,311.39","4,640.94",3.2229,0.03080%,81.89%,,9/6/2017,
day 3204,"16,273,800.00","1,800.00",12.5000,0.01106%,77.49%,"1,577.14",day 1237,"15,071,952.34","4,634.57",3.2185,0.03075%,81.91%,,9/7/2017,
day 3205,"16,275,600.00","1,800.00",12.5000,0.01106%,77.50%,"1,577.14",day 1238,"15,076,586.91","4,628.21",3.2140,0.03070%,81.94%,,9/8/2017,
day 3206,"16,277,400.00","1,800.00",12.5000,0.01106%,77.51%,"1,577.14",day 1239,"15,081,215.11","4,621.85",3.2096,0.03065%,81.96%,,9/9/2017,
day 3207,"16,279,200.00","1,800.00",12.5000,0.01106%,77.52%,"1,577.14",day 1240,"15,085,836.97","4,615.50",3.2052,0.03059%,81.99%,,9/10/2017,
day 3208,"16,281,000.00","1,800.00",12.5000,0.01106%,77.53%,"1,577.14",day 1241,"15,090,452.47","4,609.17",3.2008,0.03054%,82.01%,,9/11/2017,
day 3209,"16,282,800.00","1,800.00",12.5000,0.01105%,77.54%,"1,577.14",day 1242,"15,095,061.63","4,602.84",3.1964,0.03049%,82.04%,,9/12/2017,
day 3210,"16,284,600.00","1,800.00",12.5000,0.01105%,77.55%,"1,577.14",day 1243,"15,099,664.47","4,596.51",3.1920,0.03044%,82.06%,,9/13/2017,
day 3211,"16,286,400.00","1,800.00",12.5000,0.01105%,77.55%,"1,577.14",day 1244,"15,104,260.98","4,590.20",3.1876,0.03039%,82.09%,,9/14/2017,
day 3212,"16,288,200.00","1,800.00",12.5000,0.01105%,77.56%,"1,577.14",day 1245,"15,108,851.19","4,583.90",3.1833,0.03034%,82.11%,,9/15/2017,
day 3213,"16,290,000.00","1,800.00",12.5000,0.01105%,77.57%,"1,577.14",day 1246,"15,113,435.08","4,577.60",3.1789,0.03029%,82.14%,,9/16/2017,
day 3214,"16,291,800.00","1,800.00",12.5000,0.01105%,77.58%,"1,577.14",day 1247,"15,118,012.69","4,571.32",3.1745,0.03024%,82.16%,,9/17/2017,
day 3215,"16,293,600.00","1,800.00",12.5000,0.01105%,77.59%,"1,577.14",day 1248,"15,122,584.00","4,565.04",3.1702,0.03019%,82.19%,,9/18/2017,
day 3216,"16,295,400.00","1,800.00",12.5000,0.01105%,77.60%,"1,577.14",day 1249,"15,127,149.04","4,558.77",3.1658,0.03014%,82.21%,,9/19/2017,
day 3217,"16,297,200.00","1,800.00",12.5000,0.01104%,77.61%,"1,577.14",day 1250,"15,131,707.81","4,552.51",3.1615,0.03009%,82.24%,,9/20/2017,
day 3218,"16,299,000.00","1,800.00",12.5000,0.01104%,77.61%,"1,577.14",day 1251,"15,136,260.32","4,546.26",3.1571,0.03004%,82.26%,,9/21/2017,
day 3219,"16,300,800.00","1,800.00",12.5000,0.01104%,77.62%,"1,577.14",day 1252,"15,140,806.58","4,540.01",3.1528,0.02999%,82.29%,,9/22/2017,
day 3220,"16,302,600.00","1,800.00",12.5000,0.01104%,77.63%,"1,577.14",day 1253,"15,145,346.59","4,533.78",3.1485,0.02994%,82.31%,,9/23/2017,
day 3221,"16,304,400.00","1,800.00",12.5000,0.01104%,77.64%,"1,577.14",day 1254,"15,149,880.37","4,527.55",3.1441,0.02989%,82.34%,,9/24/2017,
day 3222,"16,306,200.00","1,800.00",12.5000,0.01104%,77.65%,"1,577.14",day 1255,"15,154,407.93","4,521.34",3.1398,0.02984%,82.36%,,9/25/2017,
day 3223,"16,308,000.00","1,800.00",12.5000,0.01104%,77.66%,"1,577.14",day 1256,"15,158,929.26","4,515.13",3.1355,0.02979%,82.39%,,9/26/2017,
day 3224,"16,309,800.00","1,800.00",12.5000,0.01104%,77.67%,"1,577.14",day 1257,"15,163,444.39","4,508.93",3.1312,0.02974%,82.41%,,9/27/2017,
day 3225,"16,311,600.00","1,800.00",12.5000,0.01104%,77.67%,"1,577.14",day 1258,"15,167,953.32","4,502.73",3.1269,0.02969%,82.43%,,9/28/2017,
day 3226,"16,313,400.00","1,800.00",12.5000,0.01103%,77.68%,"1,577.14",day 1259,"15,172,456.05","4,496.55",3.1226,0.02964%,82.46%,,9/29/2017,
day 3227,"16,315,200.00","1,800.00",12.5000,0.01103%,77.69%,"1,577.14",day 1260,"15,176,952.60","4,490.38",3.1183,0.02959%,82.48%,,9/30/2017,
day 3228,"16,317,000.00","1,800.00",12.5000,0.01103%,77.70%,"1,577.14",day 1261,"15,181,442.98","4,484.21",3.1140,0.02954%,82.51%,,10/1/2017,
day 3229,"16,318,800.00","1,800.00",12.5000,0.01103%,77.71%,"1,577.14",day 1262,"15,185,927.18","4,478.05",3.1098,0.02949%,82.53%,,10/2/2017,
day 3230,"16,320,600.00","1,800.00",12.5000,0.01103%,77.72%,"1,577.14",day 1263,"15,190,405.23","4,471.90",3.1055,0.02944%,82.56%,,10/3/2017,
day 3231,"16,322,400.00","1,800.00",12.5000,0.01103%,77.73%,"1,577.14",day 1264,"15,194,877.14","4,465.76",3.1012,0.02939%,82.58%,,10/4/2017,
day 3232,"16,324,200.00","1,800.00",12.5000,0.01103%,77.73%,"1,577.14",day 1265,"15,199,342.89","4,459.63",3.0970,0.02934%,82.61%,,10/5/2017,
day 3233,"16,326,000.00","1,800.00",12.5000,0.01103%,77.74%,"1,577.14",day 1266,"15,203,802.52","4,453.50",3.0927,0.02929%,82.63%,,10/6/2017,
day 3234,"16,327,800.00","1,800.00",12.5000,0.01102%,77.75%,"1,577.14",day 1267,"15,208,256.02","4,447.39",3.0885,0.02924%,82.65%,,10/7/2017,
day 3235,"16,329,600.00","1,800.00",12.5000,0.01102%,77.76%,"1,577.14",day 1268,"15,212,703.41","4,441.28",3.0842,0.02919%,82.68%,,10/8/2017,
day 3236,"16,331,400.00","1,800.00",12.5000,0.01102%,77.77%,"1,577.14",day 1269,"15,217,144.69","4,435.18",3.0800,0.02915%,82.70%,,10/9/2017,
day 3237,"16,333,200.00","1,800.00",12.5000,0.01102%,77.78%,"1,577.14",day 1270,"15,221,579.87","4,429.09",3.0758,0.02910%,82.73%,,10/10/2017,
day 3238,"16,335,000.00","1,800.00",12.5000,0.01102%,77.79%,"1,577.14",day 1271,"15,226,008.96","4,423.01",3.0715,0.02905%,82.75%,,10/11/2017,
day 3239,"16,336,800.00","1,800.00",12.5000,0.01102%,77.79%,"1,577.14",day 1272,"15,230,431.97","4,416.93",3.0673,0.02900%,82.77%,,10/12/2017,
day 3240,"16,338,600.00","1,800.00",12.5000,0.01102%,77.80%,"1,577.14",day 1273,"15,234,848.90","4,410.87",3.0631,0.02895%,82.80%,,10/13/2017,
day 3241,"16,340,400.00","1,800.00",12.5000,0.01102%,77.81%,"1,577.14",day 1274,"15,239,259.76","4,404.81",3.0589,0.02890%,82.82%,,10/14/2017,
day 3242,"16,342,200.00","1,800.00",12.5000,0.01101%,77.82%,"1,577.14",day 1275,"15,243,664.57","4,398.76",3.0547,0.02886%,82.85%,,10/15/2017,
day 3243,"16,344,000.00","1,800.00",12.5000,0.01101%,77.83%,"1,577.14",day 1276,"15,248,063.33","4,392.72",3.0505,0.02881%,82.87%,,10/16/2017,
day 3244,"16,345,800.00","1,800.00",12.5000,0.01101%,77.84%,"1,577.14",day 1277,"15,252,456.05","4,386.69",3.0463,0.02876%,82.89%,,10/17/2017,
day 3245,"16,347,600.00","1,800.00",12.5000,0.01101%,77.85%,"1,577.14",day 1278,"15,256,842.74","4,380.66",3.0421,0.02871%,82.92%,,10/18/2017,
day 3246,"16,349,400.00","1,800.00",12.5000,0.01101%,77.85%,"1,577.14",day 1279,"15,261,223.40","4,374.65",3.0379,0.02867%,82.94%,,10/19/2017,
day 3247,"16,351,200.00","1,800.00",12.5000,0.01101%,77.86%,"1,577.14",day 1280,"15,265,598.05","4,368.64",3.0338,0.02862%,82.97%,,10/20/2017,
day 3248,"16,353,000.00","1,800.00",12.5000,0.01101%,77.87%,"1,577.14",day 1281,"15,269,966.69","4,362.64",3.0296,0.02857%,82.99%,,10/21/2017,
day 3249,"16,354,800.00","1,800.00",12.5000,0.01101%,77.88%,"1,577.14",day 1282,"15,274,329.33","4,356.65",3.0255,0.02852%,83.01%,,10/22/2017,
day 3250,"16,356,600.00","1,800.00",12.5000,0.01100%,77.89%,"1,577.14",day 1283,"15,278,685.98","4,350.67",3.0213,0.02848%,83.04%,,10/23/2017,
day 3251,"16,358,400.00","1,800.00",12.5000,0.01100%,77.90%,"1,577.14",day 1284,"15,283,036.64","4,344.69",3.0171,0.02843%,83.06%,,10/24/2017,
day 3252,"16,360,200.00","1,800.00",12.5000,0.01100%,77.91%,"1,577.14",day 1285,"15,287,381.33","4,338.72",3.0130,0.02838%,83.08%,,10/25/2017,
day 3253,"16,362,000.00","1,800.00",12.5000,0.01100%,77.91%,"1,577.14",day 1286,"15,291,720.06","4,332.77",3.0089,0.02833%,83.11%,,10/26/2017,
day 3254,"16,363,800.00","1,800.00",12.5000,0.01100%,77.92%,"1,577.14",day 1287,"15,296,052.83","4,326.82",3.0047,0.02829%,83.13%,,10/27/2017,
day 3255,"16,365,600.00","1,800.00",12.5000,0.01100%,77.93%,"1,577.14",day 1288,"15,300,379.64","4,320.87",3.0006,0.02824%,83.15%,,10/28/2017,
day 3256,"16,367,400.00","1,800.00",12.5000,0.01100%,77.94%,"1,577.14",day 1289,"15,304,700.52","4,314.94",2.9965,0.02819%,83.18%,,10/29/2017,
day 3257,"16,369,200.00","1,800.00",12.5000,0.01100%,77.95%,"1,577.14",day 1290,"15,309,015.46","4,309.01",2.9924,0.02815%,83.20%,,10/30/2017,
day 3258,"16,371,000.00","1,800.00",12.5000,0.01100%,77.96%,"1,577.14",day 1291,"15,313,324.47","4,303.10",2.9883,0.02810%,83.22%,,10/31/2017,
